23,Bb0  (0,2)
23.1666666667,Db3  (0,1)
23.3333333333,E3  (0,1)
23.5,Gb2  (0,2)
23.5,Gb3  (0,1)
23.6666666667,Db3  (0,1)
23.8333333333,E3  (0,1)
24,B0  (0,2)
24,Gb2  (0,2)
24,B1  (0,2)
24,Gb3  (0,1)
24.1666666667,B2  (0,1)
24.3333333333,D3  (0,1)
24.5,Gb2  (0,2)
24.6666666667,B2  (0,1)
24.8333333333,D3  (0,1)
25,G2  (0,2)
25,E1  (0,2)
25,G3  (0,1)
25.1666666667,B2  (0,1)
25.3333333333,Db3  (0,1)
25.5,G1  (0,2)
25.5,E2  (0,2)
25.5,E3  (0,1)
25.6666666667,B2  (0,1)
25.8333333333,Db3  (0,1)
26,Gb2  (0,2)
26,Gb1  (0,2)
26,Gb3  (0,1)
26.1666666667,B2  (0,1)
26.3333333333,D3  (0,1)
26.5,Gb2  (0,2)
26.6666666667,B2  (0,1)
26.8333333333,D3  (0,1)
27,Gb1  (0,2)
27,Gb2  (0,2)
27,Gb0  (0,2)
27,Gb3  (0,1)
27.1666666667,Bb2  (0,1)
27.3333333333,Db3  (0,1)
27.5,Gb2  (0,2)
27.6666666667,Bb2  (0,1)
27.8333333333,Db3  (0,1)
28,B1  (0,2)
28,B0  (0,2)
28,B2  (0,1)
28.1666666667,D3  (0,1)
28.3333333333,Gb3  (0,1)
28.5,B2  (0,1)
28.6666666667,D3  (0,1)
28.8333333333,Gb3  (0,1)
29,B2  (0,1)
29.1666666667,Eb3  (0,1)
29.3333333333,Gb3  (0,1)
29.5,B3  (0,1)
29.5,B2  (0,1)
29.6666666667,Eb3  (0,1)
29.8333333333,Gb3  (0,1)
29.9583333333,B2  (0,1)
30,C4  (0,1)
30.1666666667,E3  (0,1)
30.3333333333,G3  (0,1)
30.5,E1  (0,2)
30.5,E2  (0,2)
30.5,B2  (0,1)
30.6583333333,E3  (0,1)
30.8333333333,G3  (0,1)
31,G2  (0,2)
31,G1  (0,2)
31,B2  (0,1)
31.1666666667,E3  (0,1)
31.3333333333,G3  (0,1)
31.5,E2  (0,2)
31.5,E1  (0,2)
31.5,Bb3  (0,1)
31.5,B2  (0,1)
31.6666666667,E3  (0,1)
31.8333333333,G3  (0,1)
32,B1  (0,2)
32,B0  (0,2)
32,B3  (0,1)
32,B2  (0,1)
32.1666666667,Eb3  (0,1)
32.3333333333,Gb3  (0,1)
32.5,B2  (0,1)
32.6666666667,Eb3  (0,1)
32.8333333333,Gb3  (0,1)
33,B2  (0,1)
33.1666666667,Eb3  (0,1)
33.3333333333,Gb3  (0,1)
33.5,B2  (0,1)
33.5,B3  (0,1)
33.6666666667,Eb3  (0,1)
33.8333333333,Gb3  (0,1)
33.9583333333,B2  (0,1)
34,C4  (0,1)
34.1666666667,E3  (0,1)
34.3333333333,G3  (0,1)
34.5,E2  (0,2)
34.5,E1  (0,2)
34.5,B2  (0,1)
34.6666666667,E3  (0,1)
34.8333333333,G3  (0,1)
35,G2  (0,2)
35,G1  (0,2)
35,B2  (0,1)
35.1666666667,E3  (0,1)
35.3333333333,G3  (0,1)
35.5,E2  (0,2)
35.5,E1  (0,2)
35.5,B2  (0,1)
